机构原始名称,机构译名,机构标准名,规则来源,备注,映射方式
Syncrude Canada Ltd,加拿大合成原油有限公司,加拿大合成原油有限公司,高频补齐,企业名称规范译名
Siirt Univ,锡尔特大学,锡尔特大学,高频补齐,高校官方中文名纠正
Madurai Kamaraj Univ,马杜赖卡马拉杰大学,马杜赖卡马拉杰大学,高频补齐,高校官方中文名纠正
Indian Inst Technol BHU,印度理工学院（巴纳拉斯印度教大学）,印度理工学院（巴纳拉斯印度教大学）,高频补齐,高校官方中文名纠正
IMDEA Mat Inst,马德里高等材料研究院,马德里高等材料研究院,高频补齐,科研机构官方译名纠正
Hakim Sabzevari Univ,哈基姆萨布泽瓦里大学,哈基姆萨布泽瓦里大学,高频补齐,高校官方中文名纠正
Research Institute of Enhanced Oil Recovery,提高采收率研究院,中国石油大学（北京）,高频补齐,学校直属研究院归并至母机构
PetroChina Exploration & Production Company,中国石油勘探与生产分公司,中国石油天然气股份有限公司,高频补齐,企业分公司归并至母公司
IRGCP,化工与石油工程研究所（法国）,化工与石油工程研究所（法国）,高频补齐,依据法文全称 Institut de Recherche en Génie Chimique et Pétrolier 翻译
HUTECH Univ,胡志明市技术大学,胡志明市技术大学,高频补齐,高校官方中文名纠正
E China Normal Univ,华东师范大学,华东师范大学,高频补齐,高校官方中文名纠正
Dartmouth Coll,达特茅斯学院,达特茅斯学院,高频补齐,高校官方中文名纠正
Cracow Univ Technol,克拉科夫理工大学,克拉科夫理工大学,高频补齐,高校官方中文名纠正
Bharathiar Univ,巴拉蒂亚尔大学,巴拉蒂亚尔大学,高频补齐,高校官方中文名纠正
Univ Estado Rio De Janeiro,里约热内卢州立大学,里约热内卢州立大学,高频补齐,高校官方中文名纠正
Shoolini Univ,舒利尼大学,舒利尼大学,高频补齐,高校官方中文名纠正
Shenzhen Polytech,深圳职业技术大学,深圳职业技术大学,高频补齐,原深圳职业技术学院于2023年升格为深圳职业技术大学
Pipeline Transport Inst LLC,俄罗斯管道运输研究院有限责任公司,俄罗斯管道运输研究院有限责任公司,高频补齐,企业研究机构规范译名
Natl Kaohsiung Univ Sci & Technol,国立高雄科技大学,国立高雄科技大学,高频补齐,高校官方中文名纠正
Univ Sfax,斯法克斯大学,斯法克斯大学,高频补齐,高校官方中文名纠正
Chongqing Normal Univ,重庆师范大学,重庆师范大学,高频补齐,高校官方中文名纠正
Univ Milano Bicocca,米兰比可卡大学,米兰比可卡大学,高频补齐,高校官方中文名纠正
Siberian Fed Univ,西伯利亚联邦大学,西伯利亚联邦大学,高频补齐,高校官方中文名纠正
Shandong First Med Univ,山东第一医科大学,山东第一医科大学,高频补齐,高校官方中文名纠正
Laoshan Lab,崂山实验室,崂山实验室,高频补齐,实验室官方中文名纠正
Univ Murcia,穆尔西亚大学,穆尔西亚大学,高频补齐,高校官方中文名纠正
Ohio Univ,俄亥俄大学,俄亥俄大学,高频补齐,高校官方中文名纠正
Univ Ibadan,伊巴丹大学,伊巴丹大学,高频补齐,高校官方中文名纠正
Univ Montpellier 2,蒙彼利埃第二大学,蒙彼利埃第二大学,高频补齐,高校历史校名中文纠正
Saga Univ,佐贺大学,佐贺大学,高频补齐,高校官方中文名纠正
Gifu Univ,岐阜大学,岐阜大学,高频补齐,高校官方中文名纠正
Ariel Univ,阿里埃勒大学,阿里埃勒大学,高频补齐,高校官方中文名纠正
Univ Tasmania,塔斯马尼亚大学,塔斯马尼亚大学,高频补齐,高校官方中文名纠正
Dezhou Univ,德州学院,德州学院,高频补齐,高校官方中文名纠正
Kindai Univ,近畿大学,近畿大学,高频补齐,高校官方中文名纠正
Univ Jyvaskyla,于韦斯屈莱大学,于韦斯屈莱大学,高频补齐,高校官方中文名纠正
Tamkang Univ,淡江大学,淡江大学,高频补齐,高校官方中文名纠正
Univ Tubingen,图宾根大学,图宾根大学,高频补齐,高校官方中文名纠正
Indian Inst Technol Indore,印度理工学院印多尔分校,印度理工学院印多尔分校,高频补齐,高校官方中文名纠正
Kansai Univ,关西大学,关西大学,高频补齐,高校官方中文名纠正
Chosun Univ,朝鲜大学校,朝鲜大学校,高频补齐,高校官方中文名纠正
Chiba Univ,千叶大学,千叶大学,高频补齐,高校官方中文名纠正
Kwame Nkrumah Univ Sci & Technol,夸梅·恩克鲁玛科技大学,夸梅·恩克鲁玛科技大学,高频补齐,高校官方中文名纠正
Yancheng Teachers Univ,盐城师范学院,盐城师范学院,高频补齐,高校官方中文名纠正
Ecopetrol SA,哥伦比亚国家石油公司,哥伦比亚国家石油公司,高频补齐,企业名称规范译名
Chongqing Univ Posts & Telecommun,重庆邮电大学,重庆邮电大学,高频补齐,高校官方中文名纠正
Changzhou Inst Technol,常州工学院,常州工学院,高频补齐,高校官方中文名纠正
Max Planck Inst Chem Energy Convers,马克斯·普朗克化学能量转换研究所,马克斯·普朗克学会,高频补齐,科研机构子单元归并至母机构
Luoyang Normal Univ,洛阳师范学院,洛阳师范学院,高频补齐,高校官方中文名纠正
Liaoning Univ Technol,辽宁工业大学,辽宁工业大学,高频补齐,高校官方中文名纠正
Natl Inst Stand & Technol,美国国家标准与技术研究院,美国国家标准与技术研究院,高频补齐,政府科研机构官方中文名纠正
Czestochowa Tech Univ,琴斯托霍瓦理工大学,琴斯托霍瓦理工大学,高频补齐,高校官方中文名纠正
Natl Inst Environm Studies,国立环境研究所,国立环境研究所,高频补齐,政府科研机构官方中文名纠正
Durban Univ Technol,德班理工大学,德班理工大学,高频补齐,高校官方中文名纠正
Univ Thessaly,色萨利大学,色萨利大学,高频补齐,高校官方中文名纠正
Univ Regensburg,雷根斯堡大学,雷根斯堡大学,高频补齐,高校官方中文名纠正
Vanderbilt Univ,范德堡大学,范德堡大学,高频补齐,高校官方中文名纠正
Max Planck Inst Colloids & Interfaces,马克斯·普朗克胶体与界面研究所,马克斯·普朗克学会,高频补齐,科研机构子单元归并至母机构
Montana State Univ,蒙大拿州立大学,蒙大拿州立大学,高频补齐,高校官方中文名纠正
Sao Paulo State Univ UNESP,圣保罗州立大学,圣保罗州立大学,高频补齐,高校官方中文名纠正
Shijiazhuang Tiedao Univ,石家庄铁道大学,石家庄铁道大学,高频补齐,高校官方中文名纠正
Hubei Univ Sci & Technol,湖北科技学院,湖北科技学院,高频补齐,高校官方中文名纠正
Hong Kong Univ Sci & Technol Guangzhou,香港科技大学（广州）,香港科技大学（广州）,高频补齐,高校官方中文名纠正
Egyptian Petr Res Inst EPRI,埃及石油研究所,埃及石油研究所,高频补齐,科研机构官方中文名纠正
Max Planck Inst Kohlenforsch,马克斯·普朗克煤炭研究所,马克斯·普朗克学会,高频补齐,科研机构子单元归并至母机构
Cent Queensland Univ,中央昆士兰大学,中央昆士兰大学,高频补齐,高校官方中文名纠正
Sapienza Univ Roma,罗马第一大学,罗马第一大学,高频补齐,高校通行中文名纠正
Rochester Inst Technol,罗切斯特理工学院,罗切斯特理工学院,高频补齐,高校官方中文名纠正
Pondicherry Univ,本地治里大学,本地治里大学,高频补齐,高校官方中文名纠正
Univ Nacl Colombia Sede Medellin,哥伦比亚国立大学麦德林分校,哥伦比亚国立大学,高频补齐,高校分校归并至母机构
Chinese Peoples Liberat Army Gen Hosp,中国人民解放军总医院,中国人民解放军总医院,高频补齐,医院官方中文名纠正
Foshan Xianhu Lab,佛山仙湖实验室,佛山仙湖实验室,高频补齐,实验室官方中文名纠正
Karl Franzens Univ Graz,格拉茨大学,格拉茨大学,高频补齐,高校官方中文名纠正
Univ Tecnol Fed Parana,巴拉那联邦技术大学,巴拉那联邦技术大学,高频补齐,高校官方中文名纠正
Czech Univ Life Sci Prague,布拉格捷克生命科学大学,布拉格捷克生命科学大学,高频补齐,高校官方中文名纠正
Florida Int Univ,佛罗里达国际大学,佛罗里达国际大学,高频补齐,高校官方中文名纠正
Sinopec Shengli Oilfield Co,中国石化胜利油田分公司,中国石油化工股份有限公司,高频补齐,油田分公司归并至母公司
Dongbei Univ Finance & Econ,东北财经大学,东北财经大学,高频补齐,高校官方中文名纠正
Changwon Natl Univ,昌原大学校,昌原大学校,高频补齐,高校官方中文名纠正
Haldor Topsoe Res Labs,托普索研究实验室,托普索公司,高频补齐,企业研发单元归并至母公司
Chitkara Univ,奇特卡拉大学,奇特卡拉大学,高频补齐,高校官方中文名纠正
Natl Ctr Sci Res Demokritos,德谟克利特国家科学研究中心,德谟克利特国家科学研究中心,高频补齐,科研机构官方中文名纠正
State Key Lab Enhanced Oil Recovery,提高采收率国家重点实验室,提高采收率国家重点实验室,高频补齐,国家重点实验室名称规范化
Univ Mohaghegh Ardabili,莫哈格格·阿尔达比利大学,莫哈格格·阿尔达比利大学,高频补齐,高校官方中文名纠正
Chongqing Inst Geol & Mineral Resources,重庆地质矿产研究院,重庆地质矿产研究院,高频补齐,科研机构官方中文名纠正
Fujian Sci & Technol Innovat Lab Optoelect Informa,福建省光电信息科学与技术创新实验室,福建省光电信息科学与技术创新实验室,高频补齐,实验室官方中文名纠正
Qingdao New Energy Shandong Lab,青岛新能源山东实验室,青岛新能源山东实验室,高频补齐,实验室官方中文名纠正
Kitami Inst Technol,北见工业大学,北见工业大学,高频补齐,高校官方中文名纠正
Cent Min Inst,中央矿业研究所,中央矿业研究所,高频补齐,科研机构官方中文名纠正
Southern Marine Sci & Engn Guangdong Lab Guangzho,南方海洋科学与工程广东省实验室（广州）,南方海洋科学与工程广东省实验室（广州）,高频补齐,实验室官方中文名纠正
Oil & Gas Technology Research Institute,石油天然气技术研究院,石油天然气技术研究院,高频补齐,科研机构名称规范化
Singapore Univ Technol & Design,新加坡科技设计大学,新加坡科技设计大学,高频补齐,高校官方中文名纠正
State Key Lab Nat Gas Hydrate,天然气水合物国家重点实验室,天然气水合物国家重点实验室,高频补齐,国家重点实验室名称规范化
Natl Univ Ireland,爱尔兰国立大学,爱尔兰国立大学,高频补齐,高校通行中文名纠正
Jidong Oilfield Company,冀东油田公司,中国石油天然气股份有限公司,高频补齐,油田公司归并至母公司
Xian Jiaotong Liverpool Univ,西交利物浦大学,西交利物浦大学,高频补齐,高校官方中文名纠正
Univ Technol Compiegne,贡比涅技术大学,贡比涅技术大学,高频补齐,高校官方中文名纠正
Univ Agr Faisalabad,费萨拉巴德农业大学,费萨拉巴德农业大学,高频补齐,高校官方中文名纠正
Pontificia Univ Catolica Valparaiso,瓦尔帕莱索宗座天主教大学,瓦尔帕莱索宗座天主教大学,高频补齐,高校官方中文名纠正
Carl von Ossietzky Univ Oldenburg,卡尔·冯·奥西茨基奥尔登堡大学,卡尔·冯·奥西茨基奥尔登堡大学,高频补齐,高校官方中文名纠正
Hacettepe Univ,哈杰特佩大学,哈杰特佩大学,高频补齐,高校通行译名纠正
Jieyang Ctr,揭阳中心,揭阳中心,高频补齐,中文地名机构名称纠正
Masdar Inst Sci & Technol,马斯达尔科学技术研究院,哈利法大学,高频补齐,2017年并入哈利法大学后按母机构归并
Govt Coll Univ,政府学院大学（巴基斯坦待区分校区）,政府学院大学（巴基斯坦待区分校区）,高频待复核,原始简称可能对应拉合尔或费萨拉巴德等不同校区,复核回灌
Mepco Schlenk Engn Coll,梅普科施伦克工程学院,梅普科施伦克工程学院,高频补齐,高校名称规范译名
Synfuels China Co Ltd,中科合成油技术有限公司,中科合成油技术有限公司,高频补齐,企业名称规范译名
Saveetha Inst Med & Tech Sci,萨维塔医学与技术科学学院,萨维塔医学与技术科学学院,高频补齐,高校名称规范译名
Payame Noor Univ,帕亚梅努尔大学,帕亚梅努尔大学,高频补齐,高校名称规范译名
CSIR,印度科学与工业研究理事会,印度科学与工业研究理事会,用户复核回灌,用户在复核表中已明确判定为印度机构
Ecole Polytech,巴黎综合理工学院,巴黎综合理工学院（法国）,用户复核回灌,用户在复核表中已明确判定为法国机构
Natl Univ Sci & Technol,国立科学技术大学,国立科学技术大学（巴基斯坦）,用户复核回灌,用户在复核表中已明确判定为巴基斯坦机构
Univ Los Andes,洛斯安第斯大学（智利）,洛斯安第斯大学（智利）,用户复核回灌,用户在复核表中已明确判定为智利机构
Dong A Univ,东亚大学（韩国）,东亚大学（韩国）,用户复核回灌,用户在复核表中已明确判定为韩国机构
UNL,内布拉斯加大学林肯分校,内布拉斯加大学林肯分校,用户复核回灌,用户在复核表中已明确判定为美国高校
Minist Sci & Technol,中国科学技术部,中国科学技术部,用户复核回灌,用户在复核表中已明确判定为中国政府部门
EPRI,美国电力科学研究院,美国电力科学研究院,用户复核回灌,用户在复核表中修订为更准确的中文译名
Natl Def Univ,国防大学（美国）,国防大学（美国）,用户复核回灌,用户在复核表中已明确判定为美国机构
Univ Technol,伊拉克科技大学,伊拉克科技大学,用户复核回灌,用户在复核表中已明确判定为伊拉克高校
Govt Coll Univ,政府学院大学（巴基斯坦待区分校区）,政府学院大学（巴基斯坦待区分校区）,用户复核回灌,用户仅确定国家层级尚需区分具体校区,复核回灌
Fed Univ Technol,联邦理工大学（尼日利亚待区分校区）,联邦理工大学（尼日利亚待区分校区）,用户复核回灌,用户仅确定国家层级尚需区分具体校区,复核回灌
Dept Chem Engn,化学工程系,化学工程系（待区分所属机构）,用户复核回灌,用户仅确认部门类型尚未确认母机构,复核回灌
Islamic Univ,伊斯兰大学（中东待区分国家）,伊斯兰大学（中东待区分国家）,用户复核回灌,用户仅缩小到中东范围仍需继续区分国家,复核回灌
Japan Sci & Technol Agcy JST,日本科学技术振兴机构,日本科学技术振兴机构,高频补齐,JST北京代表处与中科院页面均采用该中文名
Univ Tehran Med Sci,德黑兰医科大学,德黑兰医科大学,高频补齐,依据学校英文全称 Tehran University of Medical Sciences 翻译
Natl Inst Technol Rourkela,鲁尔克拉国家技术学院,鲁尔克拉国家技术学院,高频补齐,依据学校官网与QS中文页面译名统一
Menia Univ,米尼亚大学,米尼亚大学,高频补齐,原始拼写为 Menia 实际对应 Minia University
Univ Tunku Abdul Rahman,拉曼大学,拉曼大学,高频补齐,学校中文官网采用拉曼大学为正式中文名
Japan Sci & Technol Agcy,日本科学技术振兴机构,日本科学技术振兴机构,高频补齐,补齐未带 JST 缩写的同义写法,
Abdul Wali Khan Univ Mardan,阿卜杜勒瓦利汗大学（马尔丹）,阿卜杜勒瓦利汗大学（马尔丹）,高频补齐,依据学校官网英文全称翻译并保留地名,
Hubei Univ Arts & Sci,湖北文理学院,湖北文理学院,高频补齐,学校现用官方中文名,
Natl Forestry & Grassland Adm,国家林业和草原局,国家林业和草原局,高频补齐,国家林草主管部门按官方中文名统一,
Weifang Univ Sci & Technol,潍坊科技学院,潍坊科技学院,高频补齐,学校现用官方中文名,
Acad Sci Czech Republ,捷克科学院,捷克科学院,高频补齐,国家科学院按通行中文名统一,
CNPC Offshore Engn Co Ltd,中国石油集团海洋工程有限公司,中国石油天然气集团有限公司,语料核名并归并,集团下属工程公司归并至母集团,
Catalonia Inst Energy Res IREC,加泰罗尼亚能源研究所,加泰罗尼亚能源研究所,高频补齐,科研机构通行中文名,
Hunan Univ Technol & Business,湖南工商大学,湖南工商大学,高频补齐,学校现用官方中文名,
Hyundai Motor Co,现代汽车公司,现代汽车公司,高频补齐,企业按通行中文名统一,
Karnatak Univ,卡纳塔克大学,卡纳塔克大学,高频补齐,高校通行中文名,
Mohammed VI Polytech Univ,穆罕默德六世理工大学,穆罕默德六世理工大学,高频补齐,依据学校官方英文名翻译,
NW Univ Xian,西北大学,西北大学,语料核名并归并,西安语境下的 NW Univ 指中国西北大学,
Natl Inst Technol Calicut,卡利卡特国立技术学院,卡利卡特国立技术学院,高频补齐,依据 QS 中文页面与学校官网英文名统一,
Washington Univ St Louis,圣路易斯华盛顿大学,圣路易斯华盛顿大学,高频补齐,美国高校通行中文名,
Ctr Res & Technol Hellas CERTH,希腊研究与技术中心,希腊研究与技术中心,高频补齐,科研机构官方英文名直译,
Daegu Gyeongbuk Inst Sci & Technol DGIST,大邱庆北科学技术院,大邱庆北科学技术院,高频补齐,依据学校英文正式名称统一,
Henan Univ Urban Construct,河南城建学院,河南城建学院,高频补齐,学校现用官方中文名,
Islamia Univ Bahawalpur,巴哈瓦尔布尔伊斯兰大学,巴哈瓦尔布尔伊斯兰大学,高频补齐,依据学校英文全称翻译,
Western Norway Univ Appl Sci,西挪威应用科学大学,西挪威应用科学大学,高频补齐,依据学校官方英文名翻译,
Baoji Univ Arts & Sci,宝鸡文理学院,宝鸡文理学院,高频补齐,学校现用官方中文名,
CAS Key Lab Gas Hydrate,中国科学院天然气水合物重点实验室,中国科学院,语料核名并归并,中科院下属重点实验室归并至中国科学院,
CSIRO Energy Technol,澳大利亚联邦科学与工业研究组织能源技术部,澳大利亚联邦科学与工业研究组织,语料核名并归并,下属研究部门归并至母机构,
China Aerodynam Res & Dev Ctr,中国空气动力研究与发展中心,中国空气动力研究与发展中心,高频补齐,科研机构官方中文名,
China Three Gorges Corp,中国长江三峡集团有限公司,中国长江三峡集团有限公司,高频补齐,企业官方中文名统一,
Kumoh Natl Inst Technol,金乌工科大学,金乌工科大学,高频补齐,韩国高校通行中文名,
Malaviya Natl Inst Technol,马拉维亚国家技术学院（斋浦尔）,马拉维亚国家技术学院（斋浦尔）,高频补齐,依据学校官方英文名并保留地名,
Manipal Acad Higher Educ,曼尼帕尔高等教育学院,曼尼帕尔高等教育学院,高频补齐,依据学校官方英文名翻译,
Monastir Univ,莫纳斯提尔大学,莫纳斯提尔大学,高频补齐,高校通行中文名,
NTNU Norwegian Univ Sci & Technol,挪威科技大学,挪威科技大学,高频补齐,补齐 NTNU 前置缩写变体,
PetroChina Daqing Oilfield Co,中国石油大庆油田公司,中国石油天然气股份有限公司,语料核名并归并,油田公司归并至中国石油天然气股份有限公司,
SW Petr Univ,西南石油大学,西南石油大学,高频补齐,高校简称补齐,
Univ Gdansk,格但斯克大学,格但斯克大学,高频补齐,高校通行中文名,
Al Balqa Appl Univ,巴勒卡应用大学,巴勒卡应用大学,高频补齐,依据学校官方英文名翻译,
Harvard Med Sch,哈佛医学院,哈佛医学院,高频补齐,高校通行中文名,
Indian Inst Technol Gandhinagar,印度理工学院甘地讷格尔分校,印度理工学院甘地讷格尔分校,高频补齐,依据学校官方英文名翻译,
Indian Inst Technol Mandi,印度理工学院曼迪分校,印度理工学院曼迪分校,高频补齐,依据学校官方英文名翻译,
Iran Polymer & Petrochem Inst,伊朗聚合物与石化研究所,伊朗聚合物与石化研究所,高频补齐,科研机构通行中文名,
Natl Res Council Italy,意大利国家研究委员会,意大利国家研究委员会,高频补齐,国家科研机构通行中文名,
Natl Sci & Technol Dev Agcy NSTDA,泰国国家科学技术发展署,泰国国家科学技术发展署,高频补齐,政府科研机构官方英文名翻译,
Univ Fed Campina Grande,坎皮纳格兰德联邦大学,坎皮纳格兰德联邦大学,高频补齐,巴西高校通行中文名,
Univ Gabes,加贝斯大学,加贝斯大学,高频补齐,高校通行中文名,
Univ S Carolina,南卡罗来纳大学,南卡罗来纳大学,高频补齐,美国高校通行中文名,
West Pomeranian Univ Technol,西波美拉尼亚理工大学（什切青）,西波美拉尼亚理工大学（什切青）,高频补齐,依据学校官方英文名翻译并保留地名,
ZJU Hangzhou Global Sci & Technol Innovat Ctr,浙江大学杭州国际科创中心,浙江大学,语料核名并归并,浙江大学下属科研平台归并至浙江大学,
CNOOC EnerTech Drilling & Prod Co,中海油能源发展钻采工程有限公司,中国海洋石油有限公司,语料核名并归并,中海油体系下属公司归并至中国海洋石油有限公司,
CNPC Bohai Drilling Engn Co Ltd,中国石油集团渤海钻探工程有限公司,中国石油天然气集团有限公司,语料核名并归并,集团下属工程公司归并至母集团,
Chang Gung Mem Hosp,长庚纪念医院,长庚纪念医院,高频补齐,医疗机构通行中文名,
IMDEA Energy Inst,IMDEA能源研究所,IMDEA能源研究所,高频补齐,机构专名缩写保留并中文化,
Kaunas Univ Technol,考纳斯理工大学,考纳斯理工大学,高频补齐,依据 QS 中文页面统一,
Minzu Univ China,中央民族大学,中央民族大学,高频补齐,学校官方中文名,
N Dakota State Univ,北达科他州立大学,北达科他州立大学,高频补齐,美国高校通行中文名,
Nagoya Inst Technol,名古屋工业大学,名古屋工业大学,高频补齐,日本高校通行中文名,
Nanchang Inst Technol,南昌工程学院,南昌工程学院,高频补齐,学校现用官方中文名,
Natl Inst Technol Durgapur,杜尔加布尔国家技术学院,杜尔加布尔国家技术学院,高频补齐,依据学校英文名翻译,
Rio de Janeiro State Univ UERJ,里约热内卢州立大学,里约热内卢州立大学,高频补齐,高校通行中文名,
Suleyman Demirel Univ,苏莱曼德米雷尔大学,苏莱曼德米雷尔大学,高频补齐,高校通行中文名,
Univ Burgos,布尔戈斯大学,布尔戈斯大学,高频补齐,高校通行中文名,
Univ Las Palmas Gran Canaria,大加那利岛拉斯帕尔马斯大学,大加那利岛拉斯帕尔马斯大学,高频补齐,高校通行中文名,
Boston Univ,波士顿大学,波士顿大学,高频补齐,美国高校通行中文名,
Loughborough Univ Technol,拉夫堡大学,拉夫堡大学,高频补齐,英国高校通行中文名,
Mid Sweden Univ,中瑞典大学,中瑞典大学,高频补齐,依据学校官方英文名翻译,
Minist Environm Protect,中国环境保护部,中国环境保护部,高频补齐,中国政府部门按历史正式名称统一,
Natl Inst Environm Res,韩国国立环境科学院,韩国国立环境科学院,高频补齐,依据原始国家字段判定为韩国机构,
PetroChina Qinghai Oilfield Co,中国石油青海油田公司,中国石油天然气股份有限公司,语料核名并归并,油田公司归并至中国石油天然气股份有限公司,
S China Normal Univ,华南师范大学,华南师范大学,高频补齐,高校简称补齐,
Sardar Vallabhbhai Natl Inst Technol,萨达尔瓦拉巴伊国家技术学院（苏拉特）,萨达尔瓦拉巴伊国家技术学院（苏拉特）,高频补齐,依据学校官方英文名并保留地名,
Sinopec Geophys Res Inst,中国石化地球物理研究院,中国石油化工股份有限公司,语料核名并归并,研究院归并至中国石油化工股份有限公司,
Sinopec Shanghai Res Inst Petrochem Technol,中国石化上海石油化工研究院,中国石油化工股份有限公司,语料核名并归并,研究院归并至中国石油化工股份有限公司,
South Dakota Sch Mines & Technol,南达科他矿业与理工学院,南达科他矿业与理工学院,高频补齐,美国高校通行中文名,
Southwest Oil & Gasfield Company,中国石油西南油气田公司,中国石油天然气股份有限公司,语料核名并归并,油气田公司归并至中国石油天然气股份有限公司,
Army Med Univ,陆军军医大学,陆军军医大学,高频补齐,中国高校现用官方中文名,
Tokyo Univ Technol,东京工科大学,东京工科大学,高频补齐,日本高校通行中文名,
China University of Mining and Technology(Beijing),中国矿业大学（北京）,中国矿业大学（北京）,高频补齐,校区型正式英文名直接对应官方中文名,
China University of Mining and Technology(Xuzhou),中国矿业大学,中国矿业大学,高频补齐,徐州主校区按学校官方中文名统一,
Shaanxi Key Lab Prevent & Control Coal Fire,陕西省煤火灾害防治重点实验室,西安科技大学,语料核名并归并,西安科技大学下属重点实验室归并至西安科技大学,
Pilot Natl Lab Marine Sci & Technol,青岛海洋科学与技术试点国家实验室,青岛海洋科学与技术试点国家实验室,语料核名并归并,跨单位共建国家科研平台保留平台级标准名,
Southern Marine Sci & Engn Guangdong Lab Zhuhai,南方海洋科学与工程广东省实验室（珠海）,中山大学,语料核名并归并,中山大学高频共现科研平台归并至中山大学,
Natl Engn Res Ctr Gas Hydrate Explorat & Dev,国家天然气水合物勘查开发工程技术研究中心,中国地质调查局,语料核名并归并,中国地质调查局体系科研平台归并至母机构,
Northwest Oilfield Company,中国石化西北油田分公司,中国石油化工股份有限公司,语料核名并归并,油田分公司归并至中国石油化工股份有限公司,
Daqing Oilfield Co,中国石油大庆油田公司,中国石油天然气股份有限公司,语料核名并归并,油田公司归并至中国石油天然气股份有限公司,
Dagang Oilfield Company,中国石油大港油田公司,中国石油天然气股份有限公司,语料核名并归并,油田公司归并至中国石油天然气股份有限公司,
State Key Lab Nat Gas Hydrates,天然气水合物国家重点实验室,中国海洋石油有限公司,语料核名并归并,中海油体系国家重点实验室归并至中国海洋石油有限公司,
State Key Lab Offshore Oil Exploitat,海洋石油高效开发国家重点实验室,中国海洋石油有限公司,语料核名并归并,中海油体系国家重点实验室归并至中国海洋石油有限公司,
Univ Nacl Cordoba,科尔多瓦国立大学,科尔多瓦国立大学（阿根廷）,高频补齐,依据西文校名 Universidad Nacional de Cordoba 统一,
CSIR Cent Inst Min & Fuel Res,印度科学与工业研究理事会中央矿业与燃料研究所,印度科学与工业研究理事会,语料核名并归并,理事会下属研究所归并至母机构,
Int Inst Appl Syst Anal,国际应用系统分析研究所,国际应用系统分析研究所,高频补齐,科研机构通行中文名,
Univ Republica,乌拉圭共和国大学,乌拉圭共和国大学,高频补齐,依据西文校名 Universidad de la Republica 统一,
Inst Ecochongming,崇明生态研究院,华东师范大学,官网核名并归并,Institute of Eco-Chongming 为华东师范大学下属研究院，归并至华东师范大学,
Guangdong Prov Key Lab Environm Pollut Control &,广东省环境污染控制与修复技术重点实验室,中山大学,官网核名并归并,中山大学下属重点实验室归并至中山大学,
Inst Color Sci & Technol,伊朗色彩科学与技术研究所,伊朗色彩科学与技术研究所,官网核名,独立科研机构保留机构级标准名,
Leidos Res Support Team,莱多斯研究支持团队,美国国家能源技术实验室,语料核名并归并,支撑团队归并至美国国家能源技术实验室,
Collaborat Innovat Ctr Coalbed Methane & Shale Ga,煤层气与页岩气协同创新中心,河南理工大学,官网核名并归并,河南理工大学下属协同创新平台归并至河南理工大学,
Suranaree Univ Technol,苏兰拉里理工大学,苏兰拉里理工大学,官网核名,学校官方英文名对应常用中文译名,
BEST Bioenergy & Sustainable Technol GmbH,贝斯特生物能源与可持续技术有限公司,贝斯特生物能源与可持续技术有限公司,官网核名,独立企业机构保留机构级标准名,
Tsukishima Foods Ind Co Ltd,月岛食品工业株式会社,月岛食品工业株式会社,官网核名,日本企业正式中文译名按通行译法统一,
Huizhou Inst Green Energy & Adv Mat,惠州绿色能源与先进材料研究院,惠州绿色能源与先进材料研究院,语料核名,独立研究平台暂保留机构级标准名,
Shanghai Noncarbon Energy Convers & Utilizat Inst,上海非碳能源转化与利用研究院,上海非碳能源转化与利用研究院,官网核名,跨单位平台暂保留平台级标准名,
Chevron Tech Ctr,雪佛龙技术中心,雪佛龙公司,语料核名并归并,企业研发中心归并至雪佛龙公司,
JARA ENERGY,于利希亚琛能源研究联盟,于利希亚琛能源研究联盟,官网核名,跨单位研究联盟保留平台级标准名,
JARA Energy,于利希亚琛能源研究联盟,于利希亚琛能源研究联盟,官网核名,跨单位研究联盟保留平台级标准名,
Jiangsu Natl Synerget Innovat Ctr Adv Mat SICAM,江苏先进无机功能复合材料协同创新中心,南京工业大学,语料核名并归并,高频共现且长期挂靠南京工业大学的协同创新中心归并至南京工业大学,
Shenzhen Branch,中国海洋石油有限公司深圳分公司,中国海洋石油有限公司,语料核名并归并,中海油分公司归并至中国海洋石油有限公司,
Agr & Agri Food Canada,加拿大农业与农业食品部,加拿大农业与农业食品部,官网核名,加拿大联邦政府部门按正式名称统一,
China Coal Technol & Engn Grp,中国煤炭科工集团有限公司,中国煤炭科工集团有限公司,官网核名,企业集团按母公司层级统一,
Minist Def Russian Federat,俄罗斯联邦国防部,俄罗斯联邦国防部,语料核名,政府部门按正式名称统一,
Minist Def Russia,俄罗斯联邦国防部,俄罗斯联邦国防部,语料核名,政府部门按正式名称统一,
Minist Emergency Management,中华人民共和国应急管理部,中华人民共和国应急管理部,语料核名,中国政府部门按正式名称统一,
Minist Ecol & Environm Peoples Republ China,中华人民共和国生态环境部,中华人民共和国生态环境部,语料核名,中国政府部门按正式名称统一,
SAIT Polytech,南阿尔伯塔理工学院,南阿尔伯塔理工学院,官网核名,学校官方英文名对应常用中文译名,
Indian Inst Engn Sci & Technol,印度工程科学技术学院（希布普尔）,印度工程科学技术学院（希布普尔）,官网核名,学校官方正式名称含校区地名 Shibpur,
